AAPL,AAPL_VOL,XOM,XOM_VOL,JNJ,JNJ_VOL,JPM,JPM_VOL,PG,PG_VOL,CAT,CAT_VOL
39.14722442626953,166674000,51.012306213378906,18163900,102.5843505859375,6868500,87.2225570678711,19189300,64.2732162475586,12857800,122.44280242919922,4933900
39.452919006347656,153594000,52.273414611816406,14882900,103.1477508544922,6119400,88.81353759765625,13274600,64.63192749023438,10036400,124.31541442871094,4209400
39.19425582885742,150347200,51.299560546875,17891100,100.2581787109375,8916900,87.10139465332031,18822500,63.09927368164063,12017200,121.37155151367188,5397500
39.59635925292969,121112000,52.560672760009766,15999200,103.30875396728516,8035000,88.29666137695312,14050700,63.96344375610352,11933100,122.35846710205078,4845700
40.3535270690918,138422000,52.45556640625,13122200,104.9668426513672,7717100,89.63732147216797,15302600,64.4444351196289,9030800,122.45963287353516,6188200
40.633331298828125,107732800,53.26129531860352,14200000,105.20832061767578,5621700,90.81430053710938,16627000,64.2406005859375,7864700,124.94799041748048,4584800
39.5940055847168,140021200,52.45556640625,14299600,103.10753631591795,6399300,88.54962158203125,18906000,63.93899154663086,8300800,120.61239624023438,5707400
39.986698150634766,116070800,52.45556640625,11103100,104.21829223632812,6395800,89.61295318603516,15974300,63.7188606262207,9031200,120.68836212158205,4050800
40.73916244506836,113634400,53.99694442749024,19006100,104.83806610107422,6019300,91.32568359375,13951400,63.89005661010742,6779000,124.91425323486328,3991600
40.5486946105957,89726400,54.24915313720703,13734000,104.33901977539062,4575400,89.79156494140625,14503300,63.808536529541016,7143500,123.81769561767578,3218900
40.94843673706055,91557200,54.10204315185547,13270400,104.98294067382812,4559800,92.02375793457033,16435500,63.417236328125,8282300,126.64349365234376,3958000
41.08717346191406,100497200,54.53642654418945,10925000,105.13587188720705,4742300,89.53178405761719,39152800,63.89005661010742,6198500,126.7193832397461,3603200
41.3434944152832,86313600,55.0268783569336,10743600,106.05347442626952,6379600,89.45875549316406,16580500,64.08572387695312,5962200,128.3304901123047,3055600
41.91254425048828,106421600,54.87972640991211,10478100,105.07150268554688,11008700,89.45875549316406,15501400,63.93899154663086,6492400,129.31735229492188,3817200
41.81848907470703,83018000,55.50328826904297,12061400,102.8016586303711,9383600,88.73631286621094,16081400,63.75146865844727,7349400,131.54417419433594,3087100
40.633331298828125,139235200,55.6434211730957,11291500,102.66485595703124,5959500,90.6844253540039,17911000,61.667362213134766,16955600,131.33328247070312,4013200
38.968505859375,261964400,55.349159240722656,12072200,101.948486328125,7743900,90.48149871826172,15584400,60.72118377685547,14085000,129.91757202148438,4057800
38.85564422607422,146062000,55.74850463867188,11729800,102.08531951904295,7501900,90.04316711425781,11285800,60.06294631958008,13653400,130.544921875,5350300
38.31480407714844,134768000,54.89373397827149,14102000,101.57018280029295,6577500,89.62110137939453,16453100,59.65155792236328,16551700,122.44889831542967,24122300
38.48175430297852,113528400,55.699466705322266,13867500,102.02894592285156,5859600,89.28014373779297,13548200,59.48700714111328,14208800,123.084716796875,9963700
38.61578369140625,111852000,56.652320861816406,14554400,103.03507232666016,8211100,89.36946868896484,10299500,59.85725402832031,11204300,124.03418731689452,6558900
38.16901016235352,142623200,54.50139999389648,16346800,103.24434661865234,4266800,88.80123901367188,9384000,59.9066162109375,8144800,122.68626403808594,3860600
38.86033248901367,169709600,54.47337341308594,15028800,101.81165313720705,8219400,88.29798889160156,13744900,59.51992034912109,13076500,122.3810806274414,4764800
39.76329803466797,214277600,53.91288375854492,16231000,101.42528533935548,5122600,88.29798889160156,10503400,59.207252502441406,8103800,122.43195343017578,5004400
41.51985168457031,266157600,53.80778121948242,13883700,99.40499114990234,7390800,87.59990692138672,12162100,58.3680419921875,10830900,121.9571762084961,4637600
41.595096588134766,136272800,53.6256217956543,12243100,99.02669525146484,7282900,87.04796600341797,15379100,58.71359634399414,9386500,121.88941192626952,7703200
43.227012634277344,224805200,53.87784957885742,9887200,99.96038055419922,6127600,88.0138931274414,11967900,59.59396362304688,8107400,124.08509826660156,4678400
43.53976058959961,169805600,54.46635818481445,15071500,99.4774398803711,6707900,88.77690887451172,9356700,59.22371292114258,6633600,127.00982666015624,6844600
43.74904251098633,113611200,54.71157836914063,17430400,98.6886215209961,5951800,90.09187316894533,12543200,58.779415130615234,8084100,127.10303497314452,3853600
44.057090759277344,92844800,56.00072860717773,17142100,99.4130630493164,6808600,92.05621337890624,11368100,59.54460144042969,7528400,129.37503051757812,4668200
44.6872673034668,111957200,57.25484848022461,17710300,100.8940887451172,4948000,92.77051544189452,9159700,60.1863899230957,7618500,130.52798461914062,3911000
44.5173225402832,104848800,57.52378082275391,14751000,102.41531372070312,5716700,92.42149353027344,10253000,60.36738586425781,7586200,131.28245544433594,3507900
44.41345977783203,83115200,57.91303634643555,11852100,101.46553802490234,6101600,92.4539566040039,8710700,60.2933235168457,8646900,131.6385498046875,3563900
44.009796142578125,94780800,57.88471603393555,12595700,100.71696472167967,5875700,91.7477569580078,11536200,60.02181243896485,11502800,129.3580780029297,4127200
44.420528411865234,76732400,58.04750061035156,9570000,100.8940887451172,3818100,91.99938201904295,7571100,60.4990234375,8325000,130.3838348388672,2693400
44.1396369934082,69176000,57.948429107666016,11224100,99.68670654296876,6473400,91.69093322753906,8617200,60.85282516479492,8053600,130.2906494140625,2885800
43.97910690307617,73190800,57.53794860839844,10030900,100.00061798095705,5433900,90.20549011230467,11806300,60.43321228027344,7042700,132.0030517578125,3889300
44.29070281982422,73603200,58.23150634765625,8822400,99.58208465576172,5558700,91.0334701538086,9441900,60.93510818481445,6428400,134.7243194580078,5849700
44.17975997924805,60962800,57.778564453125,10753400,98.93009948730467,7172700,91.73151397705078,11507600,60.91041946411133,7744200,132.41847229003906,3512400
44.46302795410156,80233600,58.139495849609375,15140900,99.36476135253906,4940800,91.3094253540039,11453900,61.03383255004883,6592500,133.72396850585938,4010000
44.41345977783203,92936000,56.8089714050293,13360500,98.39886474609376,6923600,90.28668212890624,14084800,60.69649505615234,6508900,133.69004821777344,2891000
44.51495361328125,69844000,55.70493698120117,14562000,98.49620056152344,4594800,89.8239974975586,8283500,61.14079666137695,7546500,132.12171936035156,2359700
44.35444259643555,90056400,55.49968338012695,14644800,96.81769561767578,9821900,85.98461151123047,30643800,60.9268913269043,8905600,130.23126220703125,3795800
44.26001739501953,74762000,57.67947769165039,16627500,98.09073638916016,6423700,87.9489517211914,17490800,61.61799621582031,8128600,131.7910919189453,2688200
44.11130142211914,109931200,57.49545669555664,15803100,96.99610137939452,10337500,86.86125183105469,19808200,60.20281600952149,15526000,128.7816162109375,4546000
44.90681457519531,93770000,57.91303634643555,9906100,98.32589721679688,5741000,87.98954010009766,13594200,60.43321228027344,7209300,130.14649963378906,2755500
45.28213119506836,105064800,57.30436706542969,10954700,98.8853988647461,4853000,88.03010559082031,9415400,61.03383255004883,8743800,129.28175354003906,2470900
45.63149642944336,86264000,57.0991439819336,12059300,98.50428771972656,5125400,87.53496551513672,10415200,60.861061096191406,6910100,129.714111328125,2916600
45.78965377807617,83734400,58.0758056640625,11603300,99.56651306152344,6799300,89.58047485351562,15453600,61.17370223999024,7002900,132.68124389648438,3689300
45.66689682006836,85388800,58.65614318847656,13502500,100.00440216064452,7414100,89.93766021728516,13444400,62.33382797241211,13476100,132.49473571777344,3149100
45.25144577026367,106627200,59.16571044921875,14350400,100.59632110595705,6208100,90.18927001953124,10383200,63.50216293334961,13625300,131.67245483398438,3254100
45.14049530029297,73234000,58.81182861328125,10831600,99.46112060546876,5571400,89.9620132446289,12642900,63.79014587402344,9049400,132.5032196044922,2758300
45.38835906982422,67644400,58.33058166503906,12351800,99.36382293701172,5227300,89.44248962402344,15294100,63.551551818847656,8786000,133.51205444335938,2595600
45.01538848876953,86553600,57.68655014038086,12049300,99.43678283691406,5836900,89.263916015625,14979700,62.91800308227539,8022400,131.1553192138672,4189300
45.03898620605469,86440400,57.95549392700195,11477300,99.25841522216795,5239200,87.68920135498047,20487300,62.5230598449707,8895200,129.82432556152344,3967600
44.57633590698242,246876800,57.08500671386719,23797500,99.42056274414062,13173500,87.58368682861328,26028600,63.66672897338867,14943500,127.17935943603516,8852500
44.55271530151367,73939600,57.19822692871094,9192600,98.37458038330078,6787400,87.81095886230469,9786800,62.399658203125,7384900,126.04337310791016,3651600
43.832767486572266,134314000,57.11329650878906,8759700,99.38810729980467,8572400,87.2995834350586,12707200,62.80281066894531,8514000,121.48250579833984,6792000
44.02396774291992,82514800,56.93635177612305,8917700,98.95838928222656,6277200,87.29147338867188,8876900,62.40787124633789,6603500,121.33836364746094,4128300
43.77847671508789,102847600,56.39849853515625,10990700,98.47996520996094,4417200,87.26712799072266,11048700,62.89332580566406,8691200,118.28644561767578,5914900
43.6509895324707,108801600,57.59454345703125,16012200,99.60706329345705,9501400,85.83849334716797,19478900,63.70786666870117,11446400,118.63406372070312,5114700
43.00185394287109,126652400,56.43388366699219,10557200,99.40435791015624,8170500,85.05925750732422,16907600,64.00407409667969,11300500,115.78562927246094,6078200
43.535343170166016,98276800,57.070831298828125,10382800,99.2097396850586,5496400,85.1160888671875,17086800,64.1768569946289,9558500,114.90393829345705,4285300
43.47161102294922,101141200,57.82809829711914,12725900,98.60970306396484,5666000,83.80109405517578,16276800,63.92178726196289,7873300,114.11553192138672,5665000
43.787899017333984,69460800,58.01210784912109,9390700,98.92594146728516,5296800,85.17291259765625,14491300,64.2179946899414,5714400,115.31932830810548,4215900
43.69585418701172,90950800,58.54997634887695,17323200,98.39076232910156,7308700,84.58032989501953,18972400,64.22621154785156,7679900,115.01419067382812,4107900
44.184478759765625,70925200,57.86348342895508,9998300,98.58538055419922,5481400,85.29466247558594,11130000,64.28380584716797,6092800,115.53974151611328,3172600
43.41493988037109,55819200,58.20318603515625,7197300,99.50165557861328,4248100,84.10143280029297,8311700,64.09457397460938,5897200,113.45429229736328,1837400
43.76430130004883,66416800,58.252723693847656,9035700,101.3585433959961,7319100,84.64823150634766,10723400,65.17243194580078,7956100,115.13285064697266,3366300
44.3709602355957,69940800,58.26689529418945,7637100,101.9666976928711,7297900,84.92572021484375,12173700,65.25469970703125,7244000,114.79376220703124,3179600
44.98705291748047,79026400,58.67031097412109,7158600,102.20994567871094,6706100,87.55362701416016,13900800,64.0616683959961,9095900,119.50721740722656,5562300
44.932762145996094,63756400,59.20817947387695,8806200,103.28839874267578,5075600,87.01499938964844,14575900,65.67430114746094,12773500,119.74457550048828,3761700
44.34971237182617,75326000,58.45087814331055,10405300,102.364013671875,4827400,86.82728576660156,10186500,65.13129425048828,7851600,115.9382095336914,5231700
45.093292236328125,72164400,58.52167510986328,9762200,103.59654998779295,6199000,87.20269775390625,12456800,64.90912628173828,8556800,118.19319915771484,4250800
45.16410446166992,50055600,58.9604606628418,8720000,102.11265563964844,8250200,86.80281066894531,21289100,65.25469970703125,6021300,119.3207015991211,2838700
